TastIDЭ????? src01 dest55 time9:29:54 type0002 subtype count0 ?óê?μ?×üêy?Yá?0 ?óê?êy?Y
TastID协同任务 src04 dest55 time9:36:43 type0007 subtype count22 接收的总数据量45 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count22 接收的总数据量46 接收数据
TastID协同任务 src10 dest55 time9:42:29 type0007 subtype count22 接收的总数据量47 接收数据
TastID协同任务 src04 dest55 time9:36:43 type0007 subtype count23 接收的总数据量48 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count23 接收的总数据量49 接收数据
TastID协同任务 src10 dest55 time9:42:29 type0007 subtype count23 接收的总数据量50 接收数据
TastID协同任务 src04 dest55 time9:36:43 type0007 subtype count24 接收的总数据量51 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count24 接收的总数据量52 接收数据
TastID协同任务 src10 dest55 time9:42:29 type0007 subtype count24 接收的总数据量53 接收数据
TastID协同任务 src04 dest55 time9:36:43 type0007 subtype count25 接收的总数据量54 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count25 接收的总数据量55 接收数据
TastID协同任务 src10 dest55 time9:42:29 type0007 subtype count25 接收的总数据量56 接收数据
TastID协同任务 src04 dest55 time9:36:43 type0007 subtype count26 接收的总数据量57 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count26 接收的总数据量58 接收数据
TastID协同任务 src10 dest55 time9:42:29 type0007 subtype count26 接收的总数据量59 接收数据
TastID协同任务 src04 dest55 time9:36:43 type0007 subtype count27 接收的总数据量60 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count27 接收的总数据量61 接收数据
TastID协同任务 src10 dest55 time9:42:29 type0007 subtype count27 接收的总数据量62 接收数据
TastID协同任务 src04 dest55 time9:36:43 type0007 subtype count28 接收的总数据量63 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count28 接收的总数据量64 接收数据
TastID协同任务 src10 dest55 time9:42:29 type0007 subtype count28 接收的总数据量65 接收数据
TastID协同任务 src04 dest55 time9:36:43 type0007 subtype count29 接收的总数据量66 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count29 接收的总数据量67 接收数据
TastID协同任务 src10 dest55 time9:42:29 type0007 subtype count29 接收的总数据量68 接收数据
TastID协同任务 src04 dest55 time9:36:43 type0007 subtype count30 接收的总数据量69 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count30 接收的总数据量70 接收数据
TastID协同任务 src10 dest55 time9:42:29 type0007 subtype count30 接收的总数据量71 接收数据
TastID协同任务 src04 dest55 time9:36:43 type0007 subtype count31 接收的总数据量72 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count31 接收的总数据量73 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count31 接收的总数据量74 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count32 接收的总数据量75 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count32 接收的总数据量76 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count32 接收的总数据量77 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count33 接收的总数据量78 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count33 接收的总数据量79 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count33 接收的总数据量80 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count34 接收的总数据量81 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count34 接收的总数据量82 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count34 接收的总数据量83 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count35 接收的总数据量84 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count35 接收的总数据量85 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count35 接收的总数据量86 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count36 接收的总数据量87 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count36 接收的总数据量88 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count36 接收的总数据量89 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count37 接收的总数据量90 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count37 接收的总数据量91 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count37 接收的总数据量92 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count38 接收的总数据量93 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count38 接收的总数据量94 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count38 接收的总数据量95 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count39 接收的总数据量96 接收数据
TastID协同任务 src07 dest55 time9:43:24 type0007 subtype count39 接收的总数据量97 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count39 接收的总数据量98 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count40 接收的总数据量99 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count40 接收的总数据量100 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count40 接收的总数据量101 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count41 接收的总数据量102 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count41 接收的总数据量103 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count41 接收的总数据量104 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count42 接收的总数据量105 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count42 接收的总数据量106 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count42 接收的总数据量107 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count43 接收的总数据量108 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count43 接收的总数据量109 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count43 接收的总数据量110 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count44 接收的总数据量111 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count44 接收的总数据量112 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count44 接收的总数据量113 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count45 接收的总数据量114 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count45 接收的总数据量115 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count45 接收的总数据量116 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count46 接收的总数据量117 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count46 接收的总数据量118 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count46 接收的总数据量119 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count47 接收的总数据量120 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count47 接收的总数据量121 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count47 接收的总数据量122 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count48 接收的总数据量123 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count48 接收的总数据量124 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count48 接收的总数据量125 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count49 接收的总数据量126 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count49 接收的总数据量127 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count49 接收的总数据量128 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count50 接收的总数据量129 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count50 接收的总数据量130 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count50 接收的总数据量131 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count51 接收的总数据量132 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count51 接收的总数据量133 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count51 接收的总数据量134 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count52 接收的总数据量135 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count52 接收的总数据量136 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count52 接收的总数据量137 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count53 接收的总数据量138 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count53 接收的总数据量139 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count53 接收的总数据量140 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count54 接收的总数据量141 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count54 接收的总数据量142 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count54 接收的总数据量143 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count55 接收的总数据量144 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count55 接收的总数据量145 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count55 接收的总数据量146 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count56 接收的总数据量147 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count56 接收的总数据量148 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count56 接收的总数据量149 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count57 接收的总数据量150 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count57 接收的总数据量151 接收数据
TastID协同任务 src10 dest55 time9:42:30 type0007 subtype count57 接收的总数据量152 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count58 接收的总数据量153 接收数据
TastID协同任务 src04 dest55 time9:36:44 type0007 subtype count58 接收的总数据量154 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count58 接收的总数据量155 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count59 接收的总数据量156 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count59 接收的总数据量157 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count59 接收的总数据量158 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count60 接收的总数据量159 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count60 接收的总数据量160 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count60 接收的总数据量161 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count61 接收的总数据量162 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count61 接收的总数据量163 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count61 接收的总数据量164 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count62 接收的总数据量165 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count62 接收的总数据量166 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count62 接收的总数据量167 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count63 接收的总数据量168 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count63 接收的总数据量169 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count63 接收的总数据量170 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count64 接收的总数据量171 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count64 接收的总数据量172 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count64 接收的总数据量173 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count65 接收的总数据量174 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count65 接收的总数据量175 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count65 接收的总数据量176 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count66 接收的总数据量177 接收数据
TastID协同任务 src07 dest55 time9:43:25 type0007 subtype count66 接收的总数据量178 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count66 接收的总数据量179 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count67 接收的总数据量180 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count67 接收的总数据量181 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count67 接收的总数据量182 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count68 接收的总数据量183 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count68 接收的总数据量184 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count68 接收的总数据量185 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count69 接收的总数据量186 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count69 接收的总数据量187 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count69 接收的总数据量188 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count70 接收的总数据量189 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count70 接收的总数据量190 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count70 接收的总数据量191 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count71 接收的总数据量192 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count71 接收的总数据量193 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count71 接收的总数据量194 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count72 接收的总数据量195 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count72 接收的总数据量196 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count72 接收的总数据量197 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count73 接收的总数据量198 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count73 接收的总数据量199 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count73 接收的总数据量200 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count74 接收的总数据量201 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count74 接收的总数据量202 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count74 接收的总数据量203 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count75 接收的总数据量204 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count75 接收的总数据量205 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count75 接收的总数据量206 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count76 接收的总数据量207 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count76 接收的总数据量208 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count76 接收的总数据量209 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count77 接收的总数据量210 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count77 接收的总数据量211 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count77 接收的总数据量212 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count78 接收的总数据量213 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count78 接收的总数据量214 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count78 接收的总数据量215 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count79 接收的总数据量216 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count79 接收的总数据量217 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count79 接收的总数据量218 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count80 接收的总数据量219 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count80 接收的总数据量220 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count80 接收的总数据量221 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count81 接收的总数据量222 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count81 接收的总数据量223 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count81 接收的总数据量224 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count82 接收的总数据量225 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count82 接收的总数据量226 接收数据
TastID协同任务 src10 dest55 time9:42:31 type0007 subtype count82 接收的总数据量227 接收数据
TastID协同任务 src04 dest55 time9:36:45 type0007 subtype count83 接收的总数据量228 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count83 接收的总数据量229 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count83 接收的总数据量230 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count84 接收的总数据量231 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count84 接收的总数据量232 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count84 接收的总数据量233 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count85 接收的总数据量234 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count85 接收的总数据量235 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count85 接收的总数据量236 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count86 接收的总数据量237 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count86 接收的总数据量238 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count86 接收的总数据量239 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count87 接收的总数据量240 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count87 接收的总数据量241 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count87 接收的总数据量242 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count88 接收的总数据量243 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count88 接收的总数据量244 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count88 接收的总数据量245 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count89 接收的总数据量246 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count89 接收的总数据量247 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count89 接收的总数据量248 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count90 接收的总数据量249 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count90 接收的总数据量250 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count90 接收的总数据量251 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count91 接收的总数据量252 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count91 接收的总数据量253 接收数据
TastID协同任务 src07 dest55 time9:43:26 type0007 subtype count91 接收的总数据量254 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count92 接收的总数据量255 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count92 接收的总数据量256 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count92 接收的总数据量257 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count93 接收的总数据量258 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count93 接收的总数据量259 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count93 接收的总数据量260 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count94 接收的总数据量261 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count94 接收的总数据量262 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count94 接收的总数据量263 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count95 接收的总数据量264 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count95 接收的总数据量265 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count95 接收的总数据量266 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count96 接收的总数据量267 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count96 接收的总数据量268 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count96 接收的总数据量269 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count97 接收的总数据量270 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count97 接收的总数据量271 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count97 接收的总数据量272 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count98 接收的总数据量273 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count98 接收的总数据量274 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count98 接收的总数据量275 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count99 接收的总数据量276 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count99 接收的总数据量277 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count99 接收的总数据量278 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count100 接收的总数据量279 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count100 接收的总数据量280 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count100 接收的总数据量281 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count101 接收的总数据量282 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count101 接收的总数据量283 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count101 接收的总数据量284 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count102 接收的总数据量285 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count102 接收的总数据量286 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count102 接收的总数据量287 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count103 接收的总数据量288 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count103 接收的总数据量289 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count103 接收的总数据量290 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count104 接收的总数据量291 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count104 接收的总数据量292 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count104 接收的总数据量293 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count105 接收的总数据量294 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count105 接收的总数据量295 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count105 接收的总数据量296 接收数据
TastID协同任务 src07 dest55 time9:43:27 type0007 subtype count106 接收的总数据量297 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count106 接收的总数据量298 接收数据
TastID协同任务 src04 dest55 time9:36:46 type0007 subtype count106 接收的总数据量299 接收数据
TastID协同任务 src10 dest55 time9:42:32 type0007 subtype count107 接收的总数据量300 接收数据
